,,country,year,life_expectancy
23467,67,Equatorial Guinea,1890,29.8
23468,68,Eritrea,1890,30.2
23469,69,Eritrea and Ethiopia,1890,
23470,70,Estonia,1890,42.27
23471,71,Ethiopia,1890,4.0
23472,72,Faeroe Islands,1890,
23473,73,Falkland Is (Malvinas),1890,
23474,74,Fiji,1890,26.1
23475,75,Finland,1890,44.61
23476,76,France,1890,43.36
23477,77,French Guiana,1890,30.5
23478,78,French Polynesia,1890,25.6
23479,79,Gabon,1890,30.6
23480,80,Gambia,1890,28.8
23481,81,Georgia,1890,32.87
23482,82,Germany,1890,40.91
23483,83,Ghana,1890,28.0
23484,84,Gibraltar,1890,
23485,85,Greece,1890,38.18
23486,86,Greenland,1890,30.95
23487,87,Grenada,1890,37.3
23488,88,Guadeloupe,1890,27.66
23489,89,Guam,1890,27.5
23490,90,Guatemala,1890,25.81
23491,91,Guernsey,1890,
23492,92,Guinea,1890,30.43
23493,93,Guinea-Bissau,1890,32.0
23494,94,Guyana,1890,31.12
23495,95,Haiti,1890,29.0
23496,96,Holy See,1890,
23497,97,Honduras,1890,33.9
23498,98,"Hong Kong, China",1890,34.9
23499,99,Hungary,1890,36.0
23500,100,Iceland,1890,36.58
23501,101,India,1890,24.38
23502,102,Indonesia,1890,30.0
23503,103,Iran,1890,25.6
23504,104,Iraq,1890,31.2
23505,105,Ireland,1890,46.49
23506,106,Isle of Man,1890,
23507,107,Israel,1890,32.0
23508,108,Italy,1890,38.5
23509,109,Jamaica,1890,34.3
23510,110,Japan,1890,37.68
23511,111,Jersey,1890,
23512,112,Jordan,1890,31.7
23513,113,Kazakhstan,1890,27.2
23514,114,Kenya,1890,25.5
23515,115,Kiribati,1890,8.0
23516,116,North Korea,1890,26.0
23517,117,South Korea,1890,25.8
23518,118,"United Korea (former)
",1890,
23519,119,Kosovo,1890,
23520,120,Kuwait,1890,26.0
23521,121,Kyrgyz Republic,1890,24.94
23522,122,Lao,1890,31.9
23523,123,Latvia,1890,42.96
23524,124,Lebanon,1890,29.7
23525,125,Lesotho,1890,32.8
23526,126,Liberia,1890,31.1
23527,127,Libya,1890,33.1
23528,128,Liechtenstein,1890,
23529,129,Lithuania,1890,37.43
23530,130,Luxembourg,1890,42.44
23531,131,"Macao, China",1890,34.7
23532,132,"Macedonia, FYR",1890,36.1
23533,133,Madagascar,1890,30.5
23534,134,Malawi,1890,30.3
23535,135,Malaysia,1890,30.6
23536,136,Maldives,1890,32.65
23537,137,Mali,1890,26.41
23538,138,Malta,1890,37.21
23539,139,Marshall Islands,1890,
23540,140,Martinique,1890,30.15
23541,141,Mauritania,1890,32.0
23542,142,Mauritius,1890,28.16
23543,143,Mayotte,1890,32.5
23544,144,Mexico,1890,26.9
23545,145,"Micronesia, Fed. Sts.",1890,26.7
23546,146,Moldova,1890,33.15
23547,147,Monaco,1890,
23548,148,Mongolia,1890,31.8
23549,149,Montenegro,1890,35.4
23550,150,Montserrat,1890,
23551,151,Morocco,1890,33.1
23552,152,Mozambique,1890,30.28
23553,153,Myanmar,1890,30.8
23554,154,Namibia,1890,32.4
23555,155,Nauru,1890,
23556,156,Nepal,1890,32.8
23557,157,Netherlands,1890,44.4
23558,158,Netherlands Antilles,1890,34.41
23559,159,New Caledonia,1890,26.0
23560,160,New Zealand,1890,42.98
23561,161,Ngorno-Karabakh,1890,
23562,162,Nicaragua,1890,25.4
23563,163,Niger,1890,30.8
23564,164,Nigeria,1890,30.4
23565,165,Niue,1890,
23566,166,Norfolk Island,1890,
23567,167,Northern Cyprus,1890,
23568,168,Northern Mariana Islands,1890,
23569,169,Norway,1890,48.6
23570,170,Oman,1890,32.3
23571,171,Pakistan,1890,25.54
23572,172,Palau,1890,
23573,173,Panama,1890,32.9
23574,174,Papua New Guinea,1890,31.5
23575,175,Paraguay,1890,35.5
23576,176,Peru,1890,35.7
23577,177,Philippines,1890,30.9
23578,178,Pitcairn,1890,
23579,179,Poland,1890,37.41
23580,180,Portugal,1890,35.6
23581,181,Puerto Rico,1890,30.43
23582,182,Qatar,1890,30.8
23583,183,Reunion,1890,33.0
23584,184,Romania,1890,35.7
23585,185,Russia,1890,29.93
23586,186,Rwanda,1890,31.8
23587,187,St. Barth̩lemy,1890,
23588,188,St. Helena,1890,
23589,189,St. Kitts and Nevis,1890,
23590,190,St. Lucia,1890,28.01
23591,191,St. Martin,1890,
23592,192,St. Vincent and the Grenadines,1890,25.99
23593,193,St.-Pierre-et-Miquelon,1890,
23594,194,Samoa,1890,25.4
23595,195,San Marino,1890,
23596,196,Sao Tome and Principe,1890,31.0
23597,197,Saudi Arabia,1890,32.1
23598,198,Senegal,1890,25.2
23599,199,Serbia,1890,35.5
23600,200,Serbia and Montenegro,1890,
23601,201,Serbia excluding Kosovo,1890,
23602,202,Seychelles,1890,42.25
23603,203,Sierra Leone,1890,25.1
23604,204,Singapore,1890,34.0
23605,205,Slovak Republic,1890,36.4
23606,206,Slovenia,1890,36.6
23607,207,Solomon Islands,1890,25.1
23608,208,Somalia,1890,29.4
23609,209,Somaliland,1890,
23610,210,South Africa,1890,33.5
23611,211,South Ossetia,1890,
23612,212,Spain,1890,31.58
23613,213,Sri Lanka,1890,32.6
23614,214,Sudan,1890,31.4
23615,215,Suriname,1890,32.9
23616,216,Svalbard,1890,
23617,217,Swaziland,1890,32.3
23618,218,Sweden,1890,50.48
23619,219,Switzerland,1890,44.95
23620,220,Syria,1890,31.1
23621,221,Taiwan,1890,28.3
23622,222,Tajikistan,1890,25.24
23623,223,Tanzania,1890,32.2
23624,224,Thailand,1890,30.4
23625,225,Timor-Leste,1890,28.95
23626,226,Togo,1890,31.3
23627,227,Tokelau,1890,
23628,228,Tonga,1890,28.2
23629,229,Transnistria,1890,
23630,230,Trinidad and Tobago,1890,38.8
23631,231,Tunisia,1890,28.8
23632,232,Turkey,1890,35.0
23633,233,Turkmenistan,1890,23.46
23634,234,Turks and Caicos Islands,1890,
23635,235,Tuvalu,1890,
23636,236,Uganda,1890,25.3
23637,237,Ukraine,1890,36.6
23638,238,United Arab Emirates,1890,30.7
23639,239,United Kingdom,1890,44.75
23640,240,United States,1890,45.21
23641,241,Uruguay,1890,32.9
23642,242,USSR,1890,
23643,243,Uzbekistan,1890,27.93
23644,244,Wallis et Futuna,1890,
23645,245,Vanuatu,1890,24.3
23646,246,Venezuela,1890,32.2
23647,247,West Bank and Gaza,1890,32.1
23648,248,West Germany,1890,
23649,249,Western Sahara,1890,34.75
23650,250,Vietnam,1890,32.0
23651,251,Virgin Islands (U.S.),1890,33.4
23652,252,North Yemen (former),1890,
23653,253,South Yemen (former),1890,
23654,254,Yemen,1890,23.39
23655,255,Yugoslavia,1890,
23656,256,Zambia,1890,32.6
23657,257,Zimbabwe,1890,33.7
23658,258,��land,1890,
23659,259,South Sudan,1890,26.67
23660,0,Abkhazia,1891,
23661,1,Afghanistan,1891,27.28
23662,2,Akrotiri and Dhekelia,1891,
23663,3,Albania,1891,35.4
23664,4,Algeria,1891,28.82
23665,5,American Samoa,1891,
23666,6,Andorra,1891,
23667,7,Angola,1891,26.98
23668,8,Anguilla,1891,
23669,9,Antigua and Barbuda,1891,33.54
23670,10,Argentina,1891,33.86
23671,11,Armenia,1891,35.2
23672,12,Aruba,1891,34.42
23673,13,Australia,1891,45.16
23674,14,Austria,1891,37.3
23675,15,Azerbaijan,1891,30.37
23676,16,Bahamas,1891,35.18
23677,17,Bahrain,1891,30.3
23678,18,Bangladesh,1891,21.6
23679,19,Barbados,1891,32.12
23680,20,Belarus,1891,36.2
23681,21,Belgium,1891,44.06
23682,22,Belize,1891,26.5
23683,23,Benin,1891,31.0
23684,24,Bermuda,1891,
23685,25,Bhutan,1891,28.8
23686,26,Bolivia,1891,33.0
23687,27,Bosnia and Herzegovina,1891,35.1
23688,28,Botswana,1891,33.6
23689,29,Brazil,1891,31.98
23690,30,British Virgin Islands,1891,
23691,31,Brunei,1891,29.2
23692,32,Bulgaria,1891,39.8
23693,33,Burkina Faso,1891,29.2
23694,34,Burundi,1891,31.5
23695,35,Cambodia,1891,35.0
23696,36,Cameroon,1891,28.75
23697,37,Canada,1891,45.17
23698,38,Cape Verde,1891,33.8
23699,39,Cayman Islands,1891,
23700,40,Central African Republic,1891,30.0
23701,41,Chad,1891,30.9
23702,42,Channel Islands,1891,
23703,43,Chile,1891,32.0
23704,44,China,1891,32.0
23705,45,Christmas Island,1891,
23706,46,Cocos Island,1891,
23707,47,Colombia,1891,32.0
23708,48,Comoros,1891,32.1
23709,49,"Congo, Dem. Rep.",1891,31.6
23710,50,"Congo, Rep.",1891,32.7
23711,51,Cook Is,1891,
23712,52,Costa Rica,1891,31.02
23713,53,Cote d'Ivoire,1891,31.16
23714,54,Croatia,1891,36.1
23715,55,Cuba,1891,35.38
23716,56,Cyprus,1891,38.51
23717,57,Czech Republic,1891,34.99
23718,58,Czechoslovakia,1891,
23719,59,Denmark,1891,46.83
23720,60,Djibouti,1891,29.9
23721,61,Dominica,1891,
23722,62,Dominican Republic,1891,29.9
23723,63,East Germany,1891,
23724,64,Ecuador,1891,32.9
23725,65,Egypt,1891,33.0
23726,66,El Salvador,1891,28.7
23727,67,Equatorial Guinea,1891,29.8
23728,68,Eritrea,1891,30.2
23729,69,Eritrea and Ethiopia,1891,
23730,70,Estonia,1891,42.42
23731,71,Ethiopia,1891,8.0
23732,72,Faeroe Islands,1891,
23733,73,Falkland Is (Malvinas),1891,
23734,74,Fiji,1891,26.1
23735,75,Finland,1891,42.57
23736,76,France,1891,44.11
23737,77,French Guiana,1891,30.5
23738,78,French Polynesia,1891,25.6
23739,79,Gabon,1891,30.6
23740,80,Gambia,1891,28.8
23741,81,Georgia,1891,33.07
23742,82,Germany,1891,41.2
23743,83,Ghana,1891,28.0
23744,84,Gibraltar,1891,
23745,85,Greece,1891,38.34
23746,86,Greenland,1891,31.51
23747,87,Grenada,1891,37.3
23748,88,Guadeloupe,1891,27.66
23749,89,Guam,1891,27.5
23750,90,Guatemala,1891,25.81
23751,91,Guernsey,1891,
23752,92,Guinea,1891,30.44
23753,93,Guinea-Bissau,1891,32.0
23754,94,Guyana,1891,31.12
23755,95,Haiti,1891,29.0
23756,96,Holy See,1891,
23757,97,Honduras,1891,33.9
23758,98,"Hong Kong, China",1891,34.9
23759,99,Hungary,1891,36.13
23760,100,Iceland,1891,47.49
23761,101,India,1891,23.03
23762,102,Indonesia,1891,30.0
23763,103,Iran,1891,25.6
23764,104,Iraq,1891,31.2
23765,105,Ireland,1891,46.76
23766,106,Isle of Man,1891,
23767,107,Israel,1891,32.0
23768,108,Italy,1891,38.46
23769,109,Jamaica,1891,37.3
23770,110,Japan,1891,37.76
23771,111,Jersey,1891,
23772,112,Jordan,1891,31.7
23773,113,Kazakhstan,1891,27.4
23774,114,Kenya,1891,25.5
23775,115,Kiribati,1891,24.9
23776,116,North Korea,1891,26.0
23777,117,South Korea,1891,25.8
23778,118,"United Korea (former)
",1891,
23779,119,Kosovo,1891,
23780,120,Kuwait,1891,26.0
23781,121,Kyrgyz Republic,1891,25.14
23782,122,Lao,1891,31.9
23783,123,Latvia,1891,43.29
23784,124,Lebanon,1891,29.7
23785,125,Lesotho,1891,32.8
23786,126,Liberia,1891,31.1
23787,127,Libya,1891,33.1
23788,128,Liechtenstein,1891,
23789,129,Lithuania,1891,37.86
23790,130,Luxembourg,1891,42.94
23791,131,"Macao, China",1891,34.7
23792,132,"Macedonia, FYR",1891,36.1
23793,133,Madagascar,1891,30.5
23794,134,Malawi,1891,30.3
23795,135,Malaysia,1891,30.6
23796,136,Maldives,1891,32.65
23797,137,Mali,1891,26.41
23798,138,Malta,1891,37.68
23799,139,Marshall Islands,1891,
23800,140,Martinique,1891,30.15
23801,141,Mauritania,1891,32.0
23802,142,Mauritius,1891,35.38
23803,143,Mayotte,1891,32.5
23804,144,Mexico,1891,25.7
23805,145,"Micronesia, Fed. Sts.",1891,26.7
23806,146,Moldova,1891,33.15
23807,147,Monaco,1891,
23808,148,Mongolia,1891,31.8
23809,149,Montenegro,1891,35.4
23810,150,Montserrat,1891,
23811,151,Morocco,1891,33.1
23812,152,Mozambique,1891,30.28
23813,153,Myanmar,1891,30.8
23814,154,Namibia,1891,32.4
23815,155,Nauru,1891,
23816,156,Nepal,1891,32.8
23817,157,Netherlands,1891,44.25
23818,158,Netherlands Antilles,1891,34.41
23819,159,New Caledonia,1891,26.0
23820,160,New Zealand,1891,43.42
23821,161,Ngorno-Karabakh,1891,
23822,162,Nicaragua,1891,25.4
23823,163,Niger,1891,30.8
23824,164,Nigeria,1891,30.4
23825,165,Niue,1891,
23826,166,Norfolk Island,1891,
23827,167,Northern Cyprus,1891,
23828,168,Northern Mariana Islands,1891,
23829,169,Norway,1891,49.79
23830,170,Oman,1891,32.3
23831,171,Pakistan,1891,25.15
23832,172,Palau,1891,
23833,173,Panama,1891,32.9
23834,174,Papua New Guinea,1891,31.5
23835,175,Paraguay,1891,35.5
23836,176,Peru,1891,35.7
23837,177,Philippines,1891,30.9
23838,178,Pitcairn,1891,
23839,179,Poland,1891,37.71
23840,180,Portugal,1891,35.6
23841,181,Puerto Rico,1891,30.43
23842,182,Qatar,1891,30.8
23843,183,Reunion,1891,33.0
23844,184,Romania,1891,35.7
23845,185,Russia,1891,26.39
23846,186,Rwanda,1891,31.8
23847,187,St. Barth̩lemy,1891,
23848,188,St. Helena,1891,
23849,189,St. Kitts and Nevis,1891,
23850,190,St. Lucia,1891,28.01
23851,191,St. Martin,1891,
23852,192,St. Vincent and the Grenadines,1891,25.99
23853,193,St.-Pierre-et-Miquelon,1891,
23854,194,Samoa,1891,25.4
23855,195,San Marino,1891,
23856,196,Sao Tome and Principe,1891,31.0
23857,197,Saudi Arabia,1891,32.1
23858,198,Senegal,1891,25.2
23859,199,Serbia,1891,35.5
23860,200,Serbia and Montenegro,1891,
23861,201,Serbia excluding Kosovo,1891,
23862,202,Seychelles,1891,42.51
23863,203,Sierra Leone,1891,25.1
23864,204,Singapore,1891,34.0
23865,205,Slovak Republic,1891,36.4
23866,206,Slovenia,1891,36.6
23867,207,Solomon Islands,1891,25.1
23868,208,Somalia,1891,29.4
23869,209,Somaliland,1891,
23870,210,South Africa,1891,33.5
23871,211,South Ossetia,1891,
23872,212,Spain,1891,31.84
23873,213,Sri Lanka,1891,32.6
23874,214,Sudan,1891,31.4
23875,215,Suriname,1891,32.9
23876,216,Svalbard,1891,
23877,217,Swaziland,1891,32.3
23878,218,Sweden,1891,51.09
23879,219,Switzerland,1891,44.71
23880,220,Syria,1891,31.1
23881,221,Taiwan,1891,28.3
23882,222,Tajikistan,1891,25.44
23883,223,Tanzania,1891,32.2
23884,224,Thailand,1891,30.4
23885,225,Timor-Leste,1891,28.95
23886,226,Togo,1891,31.3
23887,227,Tokelau,1891,
23888,228,Tonga,1891,28.2
23889,229,Transnistria,1891,
23890,230,Trinidad and Tobago,1891,38.8
23891,231,Tunisia,1891,28.8
23892,232,Turkey,1891,35.0
23893,233,Turkmenistan,1891,23.66
23894,234,Turks and Caicos Islands,1891,
23895,235,Tuvalu,1891,
23896,236,Uganda,1891,25.3
23897,237,Ukraine,1891,36.6
23898,238,United Arab Emirates,1891,30.7
23899,239,United Kingdom,1891,44.29
23900,240,United States,1891,45.58
23901,241,Uruguay,1891,32.9
23902,242,USSR,1891,
23903,243,Uzbekistan,1891,28.13
23904,244,Wallis et Futuna,1891,
23905,245,Vanuatu,1891,24.3
23906,246,Venezuela,1891,32.2
23907,247,West Bank and Gaza,1891,32.1
23908,248,West Germany,1891,
23909,249,Western Sahara,1891,34.75
23910,250,Vietnam,1891,32.0
23911,251,Virgin Islands (U.S.),1891,33.4
23912,252,North Yemen (former),1891,
23913,253,South Yemen (former),1891,
23914,254,Yemen,1891,23.39
23915,255,Yugoslavia,1891,
23916,256,Zambia,1891,32.6
23917,257,Zimbabwe,1891,33.7
23918,258,��land,1891,
23919,259,South Sudan,1891,26.67
23920,0,Abkhazia,1892,
23921,1,Afghanistan,1892,27.27
23922,2,Akrotiri and Dhekelia,1892,
23923,3,Albania,1892,35.4
23924,4,Algeria,1892,28.82
23925,5,American Samoa,1892,
23926,6,Andorra,1892,
23927,7,Angola,1892,26.98
23928,8,Anguilla,1892,
23929,9,Antigua and Barbuda,1892,33.54
23930,10,Argentina,1892,33.72
23931,11,Armenia,1892,35.4
23932,12,Aruba,1892,34.42
23933,13,Australia,1892,45.69
23934,14,Austria,1892,37.77
23935,15,Azerbaijan,1892,30.57
23936,16,Bahamas,1892,35.18
23937,17,Bahrain,1892,30.3
23938,18,Bangladesh,1892,21.0
23939,19,Barbados,1892,32.12
23940,20,Belarus,1892,36.2
23941,21,Belgium,1892,43.16
23942,22,Belize,1892,26.5
23943,23,Benin,1892,31.0
23944,24,Bermuda,1892,
23945,25,Bhutan,1892,28.8
23946,26,Bolivia,1892,33.0
23947,27,Bosnia and Herzegovina,1892,35.1
23948,28,Botswana,1892,33.6
23949,29,Brazil,1892,31.98
23950,30,British Virgin Islands,1892,
23951,31,Brunei,1892,29.2
23952,32,Bulgaria,1892,39.85
23953,33,Burkina Faso,1892,29.2
23954,34,Burundi,1892,31.5
23955,35,Cambodia,1892,35.0
23956,36,Cameroon,1892,28.75
23957,37,Canada,1892,45.52
23958,38,Cape Verde,1892,33.8
23959,39,Cayman Islands,1892,
23960,40,Central African Republic,1892,30.0
23961,41,Chad,1892,30.9
23962,42,Channel Islands,1892,
23963,43,Chile,1892,32.0
23964,44,China,1892,32.0
23965,45,Christmas Island,1892,
23966,46,Cocos Island,1892,
23967,47,Colombia,1892,32.0
23968,48,Comoros,1892,32.1
23969,49,"Congo, Dem. Rep.",1892,31.6
23970,50,"Congo, Rep.",1892,32.7
23971,51,Cook Is,1892,
23972,52,Costa Rica,1892,31.43
23973,53,Cote d'Ivoire,1892,31.16
23974,54,Croatia,1892,36.1
23975,55,Cuba,1892,31.22
23976,56,Cyprus,1892,38.51
23977,57,Czech Republic,1892,35.0
23978,58,Czechoslovakia,1892,
23979,59,Denmark,1892,47.49
23980,60,Djibouti,1892,29.9
23981,61,Dominica,1892,
23982,62,Dominican Republic,1892,29.9
23983,63,East Germany,1892,
23984,64,Ecuador,1892,32.9
23985,65,Egypt,1892,33.0
23986,66,El Salvador,1892,28.7
23987,67,Equatorial Guinea,1892,29.8
23988,68,Eritrea,1892,30.2
23989,69,Eritrea and Ethiopia,1892,
23990,70,Estonia,1892,42.57
23991,71,Ethiopia,1892,14.0
23992,72,Faeroe Islands,1892,
23993,73,Falkland Is (Malvinas),1892,
23994,74,Fiji,1892,26.1
23995,75,Finland,1892,39.73
23996,76,France,1892,43.57
23997,77,French Guiana,1892,30.5
23998,78,French Polynesia,1892,25.6
23999,79,Gabon,1892,30.6
24000,80,Gambia,1892,28.8
24001,81,Georgia,1892,33.27
24002,82,Germany,1892,41.5
24003,83,Ghana,1892,28.0
24004,84,Gibraltar,1892,
24005,85,Greece,1892,38.5
24006,86,Greenland,1892,32.06
24007,87,Grenada,1892,37.3
24008,88,Guadeloupe,1892,27.66
24009,89,Guam,1892,27.5
24010,90,Guatemala,1892,25.81
24011,91,Guernsey,1892,
24012,92,Guinea,1892,30.45
24013,93,Guinea-Bissau,1892,32.0
24014,94,Guyana,1892,31.12
24015,95,Haiti,1892,29.0
24016,96,Holy See,1892,
24017,97,Honduras,1892,33.9
24018,98,"Hong Kong, China",1892,34.9
24019,99,Hungary,1892,36.27
24020,100,Iceland,1892,52.73
24021,101,India,1892,22.65
24022,102,Indonesia,1892,30.0
24023,103,Iran,1892,25.6
24024,104,Iraq,1892,31.2
24025,105,Ireland,1892,47.02
24026,106,Isle of Man,1892,
24027,107,Israel,1892,32.0
24028,108,Italy,1892,38.84
24029,109,Jamaica,1892,39.2
24030,110,Japan,1892,37.84
24031,111,Jersey,1892,
24032,112,Jordan,1892,31.7
24033,113,Kazakhstan,1892,27.6
24034,114,Kenya,1892,25.5
24035,115,Kiribati,1892,24.9
24036,116,North Korea,1892,26.0
24037,117,South Korea,1892,25.8
24038,118,"United Korea (former)
",1892,
24039,119,Kosovo,1892,
24040,120,Kuwait,1892,26.0
24041,121,Kyrgyz Republic,1892,25.34
24042,122,Lao,1892,31.9
24043,123,Latvia,1892,43.63
24044,124,Lebanon,1892,29.7
24045,125,Lesotho,1892,32.8
24046,126,Liberia,1892,31.1
24047,127,Libya,1892,33.1
24048,128,Liechtenstein,1892,
24049,129,Lithuania,1892,38.29
24050,130,Luxembourg,1892,43.44
24051,131,"Macao, China",1892,34.7
24052,132,"Macedonia, FYR",1892,36.1
24053,133,Madagascar,1892,30.5
24054,134,Malawi,1892,30.3
24055,135,Malaysia,1892,30.6
24056,136,Maldives,1892,32.65
24057,137,Mali,1892,26.41
24058,138,Malta,1892,38.15
24059,139,Marshall Islands,1892,
24060,140,Martinique,1892,30.15
24061,141,Mauritania,1892,32.0
24062,142,Mauritius,1892,28.0
24063,143,Mayotte,1892,32.5
24064,144,Mexico,1892,24.49
24065,145,"Micronesia, Fed. Sts.",1892,26.7
24066,146,Moldova,1892,33.15
24067,147,Monaco,1892,
24068,148,Mongolia,1892,31.8
24069,149,Montenegro,1892,35.4
24070,150,Montserrat,1892,
24071,151,Morocco,1892,33.1
24072,152,Mozambique,1892,30.28
24073,153,Myanmar,1892,30.8
24074,154,Namibia,1892,32.4
24075,155,Nauru,1892,
24076,156,Nepal,1892,32.8
24077,157,Netherlands,1892,43.95
24078,158,Netherlands Antilles,1892,34.41
24079,159,New Caledonia,1892,26.0
24080,160,New Zealand,1892,43.87
24081,161,Ngorno-Karabakh,1892,
24082,162,Nicaragua,1892,25.4
24083,163,Niger,1892,30.8
24084,164,Nigeria,1892,30.4
24085,165,Niue,1892,
24086,166,Norfolk Island,1892,
24087,167,Northern Cyprus,1892,
24088,168,Northern Mariana Islands,1892,
24089,169,Norway,1892,49.68
24090,170,Oman,1892,32.3
24091,171,Pakistan,1892,23.56
24092,172,Palau,1892,
24093,173,Panama,1892,32.9
24094,174,Papua New Guinea,1892,31.5
24095,175,Paraguay,1892,35.5
24096,176,Peru,1892,35.7
24097,177,Philippines,1892,30.9
24098,178,Pitcairn,1892,
24099,179,Poland,1892,38.02
24100,180,Portugal,1892,35.6
24101,181,Puerto Rico,1892,30.43
24102,182,Qatar,1892,30.8
24103,183,Reunion,1892,33.0
24104,184,Romania,1892,35.7
24105,185,Russia,1892,21.26
24106,186,Rwanda,1892,31.8
24107,187,St. Barth̩lemy,1892,
24108,188,St. Helena,1892,
24109,189,St. Kitts and Nevis,1892,
24110,190,St. Lucia,1892,28.01
24111,191,St. Martin,1892,
24112,192,St. Vincent and the Grenadines,1892,25.99
24113,193,St.-Pierre-et-Miquelon,1892,
24114,194,Samoa,1892,25.4
24115,195,San Marino,1892,
24116,196,Sao Tome and Principe,1892,31.0
24117,197,Saudi Arabia,1892,32.1
24118,198,Senegal,1892,25.2
24119,199,Serbia,1892,35.5
24120,200,Serbia and Montenegro,1892,
24121,201,Serbia excluding Kosovo,1892,
24122,202,Seychelles,1892,42.77
24123,203,Sierra Leone,1892,25.1
24124,204,Singapore,1892,34.0
24125,205,Slovak Republic,1892,36.4
24126,206,Slovenia,1892,36.6
24127,207,Solomon Islands,1892,25.1
24128,208,Somalia,1892,29.4
24129,209,Somaliland,1892,
24130,210,South Africa,1892,33.5
24131,211,South Ossetia,1892,
24132,212,Spain,1892,32.1
24133,213,Sri Lanka,1892,32.6
24134,214,Sudan,1892,31.4
24135,215,Suriname,1892,32.9
24136,216,Svalbard,1892,
24137,217,Swaziland,1892,32.3
24138,218,Sweden,1892,50.61
24139,219,Switzerland,1892,47.23
24140,220,Syria,1892,31.1
24141,221,Taiwan,1892,28.3
24142,222,Tajikistan,1892,25.64
24143,223,Tanzania,1892,32.2
24144,224,Thailand,1892,30.4
24145,225,Timor-Leste,1892,28.95
24146,226,Togo,1892,31.3
24147,227,Tokelau,1892,
24148,228,Tonga,1892,28.2
24149,229,Transnistria,1892,
24150,230,Trinidad and Tobago,1892,38.8
24151,231,Tunisia,1892,28.8
24152,232,Turkey,1892,35.0
24153,233,Turkmenistan,1892,23.86
24154,234,Turks and Caicos Islands,1892,
24155,235,Tuvalu,1892,
24156,236,Uganda,1892,25.3
24157,237,Ukraine,1892,36.6
24158,238,United Arab Emirates,1892,30.7
24159,239,United Kingdom,1892,45.51
24160,240,United States,1892,45.95
24161,241,Uruguay,1892,32.9
24162,242,USSR,1892,
24163,243,Uzbekistan,1892,28.33
24164,244,Wallis et Futuna,1892,
24165,245,Vanuatu,1892,24.3
24166,246,Venezuela,1892,32.2
24167,247,West Bank and Gaza,1892,32.1
24168,248,West Germany,1892,
24169,249,Western Sahara,1892,34.75
24170,250,Vietnam,1892,32.0
24171,251,Virgin Islands (U.S.),1892,33.4
24172,252,North Yemen (former),1892,
24173,253,South Yemen (former),1892,
24174,254,Yemen,1892,23.39
24175,255,Yugoslavia,1892,
24176,256,Zambia,1892,32.6
24177,257,Zimbabwe,1892,33.7
24178,258,��land,1892,
24179,259,South Sudan,1892,26.67
24180,0,Abkhazia,1893,
24181,1,Afghanistan,1893,27.26
24182,2,Akrotiri and Dhekelia,1893,
24183,3,Albania,1893,35.4
24184,4,Algeria,1893,28.82
24185,5,American Samoa,1893,
24186,6,Andorra,1893,
24187,7,Angola,1893,26.98
24188,8,Anguilla,1893,
24189,9,Antigua and Barbuda,1893,33.54
24190,10,Argentina,1893,33.58
24191,11,Armenia,1893,35.6
24192,12,Aruba,1893,34.42
24193,13,Australia,1893,46.22
24194,14,Austria,1893,38.24
24195,15,Azerbaijan,1893,30.77
24196,16,Bahamas,1893,35.18
24197,17,Bahrain,1893,30.3
24198,18,Bangladesh,1893,22.36
24199,19,Barbados,1893,32.12
24200,20,Belarus,1893,36.2
24201,21,Belgium,1893,44.44
24202,22,Belize,1893,26.5
24203,23,Benin,1893,31.0
24204,24,Bermuda,1893,
24205,25,Bhutan,1893,28.8
24206,26,Bolivia,1893,33.0
24207,27,Bosnia and Herzegovina,1893,35.1
24208,28,Botswana,1893,33.6
24209,29,Brazil,1893,31.98
24210,30,British Virgin Islands,1893,
24211,31,Brunei,1893,29.2
24212,32,Bulgaria,1893,39.89
24213,33,Burkina Faso,1893,29.2
24214,34,Burundi,1893,31.5
24215,35,Cambodia,1893,35.0
24216,36,Cameroon,1893,28.75
24217,37,Canada,1893,45.87
24218,38,Cape Verde,1893,33.8
24219,39,Cayman Islands,1893,
24220,40,Central African Republic,1893,30.0
24221,41,Chad,1893,30.9
24222,42,Channel Islands,1893,
24223,43,Chile,1893,32.0
24224,44,China,1893,32.0
24225,45,Christmas Island,1893,
24226,46,Cocos Island,1893,
24227,47,Colombia,1893,32.0
24228,48,Comoros,1893,32.1
24229,49,"Congo, Dem. Rep.",1893,31.6
24230,50,"Congo, Rep.",1893,32.7
24231,51,Cook Is,1893,
24232,52,Costa Rica,1893,31.84
24233,53,Cote d'Ivoire,1893,31.16
24234,54,Croatia,1893,36.1
24235,55,Cuba,1893,27.06
24236,56,Cyprus,1893,38.51
24237,57,Czech Republic,1893,35.0
24238,58,Czechoslovakia,1893,
24239,59,Denmark,1893,47.14
24240,60,Djibouti,1893,29.9
24241,61,Dominica,1893,
24242,62,Dominican Republic,1893,29.9
24243,63,East Germany,1893,
24244,64,Ecuador,1893,32.9
24245,65,Egypt,1893,33.0
24246,66,El Salvador,1893,28.7
24247,67,Equatorial Guinea,1893,29.8
24248,68,Eritrea,1893,30.2
24249,69,Eritrea and Ethiopia,1893,
24250,70,Estonia,1893,42.73
24251,71,Ethiopia,1893,29.7
24252,72,Faeroe Islands,1893,
24253,73,Falkland Is (Malvinas),1893,
24254,74,Fiji,1893,26.1
24255,75,Finland,1893,43.34
